Age,Age levels,BusinessTravel,Department,JobRole,Job Level,Satisfication,Consistency,Managers cosnsistency,Experience,Salary Range (K),EducationField,Gender,Distance to Home,OverTime,WLB,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,TrainingTimesLastYear,DailyRate,PerformanceRating,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,HourlyRate,JobInvolvement,JobLevel,MonthlyRate
56,fifteenth,Travel Frequently,Research & Dev.,Research Scientist,Level 1,Low,0 to 5,0 to 5,Advanced,1 to 5,Medical,Female,Very Close,No,Balanced,"$2,942",2,19,4,1240,3,18,5,4,0,3,63,3,1,12154
36,thirteenth,Travel Rarely,Research & Dev.,Manufacturing Director,Level 3,High,11 to 20,6 to 10,Advanced,5 to 10,Medical,Female,Close,No,Not Balanced,"$8,858",0,11,2,796,3,15,14,8,7,8,51,2,3,15669
55,fifteenth,Non-Travel,Research & Dev.,Manager,Level 4,Miduem,6 to 10,0 to 5,Expert,15 to 20,Medical,Male,Very Close,No,Balanced,"$16,756",7,15,3,444,3,31,9,7,6,2,40,2,4,17323
43,fourteenth,Travel Rarely,Sales,Sales Executive,Level 3,Miduem,0 to 5,0 to 5,Advanced,10 to 15,Medical,Male,Far,No,Balanced,"$10,798",5,13,5,415,3,18,1,0,0,0,79,2,3,5268
20,twenteth,Travel Frequently,Sales,Sales Representative,Level 1,High,0 to 5,0 to 5,Intermediate,1 to 5,Marketing,Female,Very Close,Yes,Balanced,"$2,323",1,14,3,769,3,2,2,2,0,2,54,3,1,17205
21,twenteth,Travel Rarely,Research & Dev.,Laboratory Technician,Level 1,Miduem,0 to 5,0 to 5,Entry,1 to 5,Life Sciences,Female,Very Close,No,Not Balanced,"$1,416",1,13,6,1334,3,1,1,0,1,0,36,2,1,17258
46,fourteenth,Travel Rarely,Research & Dev.,Research Scientist,Level 2,High,11 to 20,6 to 10,Advanced,1 to 5,Life Sciences,Female,Very Close,Yes,Balanced,"$4,615",8,23,2,1003,4,19,16,13,1,7,74,2,2,21029
51,fifteenth,Travel Rarely,Research & Dev.,Research Scientist,Level 1,Low,6 to 10,6 to 10,Advanced,1 to 5,Life Sciences,Male,Very Close,Yes,Balanced,"$2,461",9,12,2,1323,3,18,10,0,2,7,34,3,1,10332
28,twenteth,Non-Travel,Research & Dev.,Healthcare Representative,Level 3,Miduem,6 to 10,6 to 10,Advanced,5 to 10,Technical Degree,Male,Far,No,Not Balanced,"$8,722",1,12,2,1366,3,10,10,7,1,9,72,2,3,12355
26,twenteth,Travel Rarely,Research & Dev.,Laboratory Technician,Level 1,Low,0 to 5,0 to 5,Experienced,1 to 5,Medical,Male,Very Close,No,Balanced,"$3,955",1,16,2,192,3,6,5,3,1,3,59,2,1,11141
30,thirteenth,Travel Rarely,Research & Dev.,Manufacturing Director,Level 2,Miduem,6 to 10,0 to 5,Experienced,5 to 10,Other,Male,Far,No,Not Balanced,"$9,957",0,15,1,1176,3,7,6,2,0,2,85,3,2,9096
41,fourteenth,Travel Rarely,Research & Dev.,Research Scientist,Level 1,Miduem,6 to 10,6 to 10,Advanced,1 to 5,Technical Degree,Female,Very Close,No,Balanced,"$3,376",1,13,3,509,3,10,10,6,0,8,43,4,1,18863
38,thirteenth,Travel Rarely,Research & Dev.,Healthcare Representative,Level 3,Miduem,11 to 20,6 to 10,Expert,5 to 10,Life Sciences,Female,Close,No,Not Balanced,"$8,823",0,18,4,330,3,20,19,9,1,9,65,2,3,24608
40,fourteenth,Travel Rarely,Research & Dev.,Healthcare Representative,Level 3,Low,11 to 20,0 to 5,Advanced,10 to 15,Technical Degree,Male,Far,No,Balanced,"$10,322",4,20,6,1492,4,14,11,10,11,1,61,3,3,26542
27,twenteth,Non-Travel,Research & Dev.,Laboratory Technician,Level 1,Low,0 to 5,0 to 5,Intermediate,1 to 5,Life Sciences,Male,Very Close,No,Balanced,"$4,621",1,19,4,1277,3,3,3,2,1,2,87,1,1,5869
55,fifteenth,Travel Frequently,Research & Dev.,Manufacturing Director,Level 3,High,0 to 5,0 to 5,Expert,10 to 15,Life Sciences,Male,Very Close,No,Balanced,"$10,976",3,18,4,1091,3,23,3,2,1,2,65,3,3,15813
28,twenteth,Travel Rarely,Research & Dev.,Research Scientist,Level 2,Miduem,6 to 10,6 to 10,Advanced,1 to 5,Other,Female,Very Close,No,Balanced,"$3,660",3,13,4,857,3,10,8,7,1,7,59,3,2,7909
44,fourteenth,Travel Rarely,HR,Human Resources,Level 3,Miduem,11 to 20,6 to 10,Expert,10 to 15,Medical,Male,Very Close,No,Balanced,"$10,482",9,14,1,1376,3,24,20,6,3,6,91,2,3,2326
33,thirteenth,Travel Rarely,Research & Dev.,Healthcare Representative,Level 3,High,0 to 5,0 to 5,Experienced,5 to 10,Life Sciences,Male,Very Close,No,Balanced,"$7,119",4,15,2,654,3,9,3,2,1,2,34,2,3,21214
35,thirteenth,Travel Rarely,Sales,Sales Executive,Level 3,High,6 to 10,6 to 10,Experienced,5 to 10,Technical Degree,Male,Very Close,Yes,Balanced,"$9,582",0,22,2,1204,4,9,8,7,4,7,86,3,3,10333
33,thirteenth,Travel Frequently,Research & Dev.,Research Scientist,Level 2,Low,11 to 20,6 to 10,Advanced,1 to 5,Medical,Female,Far,No,Balanced,"$4,508",1,22,4,827,4,14,13,7,3,8,54,2,2,3129
28,twenteth,Travel Rarely,Research & Dev.,Laboratory Technician,Level 1,Low,0 to 5,0 to 5,Intermediate,1 to 5,Life Sciences,Male,Close,No,Not Balanced,"$2,207",1,16,5,895,3,4,4,2,2,2,50,3,1,22482
34,thirteenth,Travel Frequently,Research & Dev.,Healthcare Representative,Level 2,Low,6 to 10,0 to 5,Experienced,5 to 10,Life Sciences,Male,Very Close,No,Not Balanced,"$7,756",0,17,1,618,3,7,6,2,0,4,45,3,2,22266
37,thirteenth,Travel Rarely,Sales,Sales Executive,Level 2,High,0 to 5,0 to 5,Experienced,5 to 10,Life Sciences,Female,Very Close,Yes,Balanced,"$6,694",2,14,5,309,3,8,1,0,0,0,88,2,2,24223
25,twenteth,Travel Rarely,Research & Dev.,Laboratory Technician,Level 1,High,6 to 10,6 to 10,Experienced,1 to 5,Technical Degree,Male,Very Close,Yes,Balanced,"$3,691",1,15,3,1219,3,7,7,7,5,6,32,3,1,4605
26,twenteth,Travel Rarely,Research & Dev.,Laboratory Technician,Level 1,Low,0 to 5,0 to 5,Entry,1 to 5,Medical,Male,Far,No,Not Balanced,"$2,377",1,20,0,1330,4,1,1,1,0,0,37,3,1,19373
33,thirteenth,Travel Rarely,Research & Dev.,Research Scientist,Level 1,Low,0 to 5,0 to 5,Experienced,1 to 5,Medical,Male,Far,Yes,Balanced,"$2,313",4,20,0,1017,4,5,2,2,2,2,55,2,1,2993
42,fourteenth,Travel Rarely,Research & Dev.,Manager,Level 4,High,21 to 30,6 to 10,Expert,15 to 20,Medical,Male,Very Close,No,Balanced,"$17,665",0,17,3,469,3,23,22,6,13,7,35,3,4,14399
28,twenteth,Travel Frequently,Research & Dev.,Laboratory Technician,Level 1,Low,0 to 5,0 to 5,Entry,1 to 5,Medical,Male,Very Close,No,Balanced,"$2,596",1,15,2,1009,3,1,1,0,0,0,45,2,1,7160
50,fifteenth,Travel Frequently,Sales,Sales Executive,Level 2,High,0 to 5,0 to 5,Experienced,1 to 5,Other,Male,Very Close,Yes,Balanced,"$4,728",3,14,4,959,3,5,0,0,0,0,81,3,2,17251
33,thirteenth,Travel Frequently,Sales,Sales Executive,Level 2,High,0 to 5,0 to 5,Intermediate,1 to 5,Life Sciences,Female,Very Close,No,Balanced,"$4,302",0,17,3,970,3,4,3,2,0,2,30,3,2,13401
34,thirteenth,Non-Travel,Research & Dev.,Research Scientist,Level 1,Miduem,0 to 5,0 to 5,Experienced,1 to 5,Life Sciences,Male,Very Close,No,Balanced,"$2,979",3,17,2,697,3,6,0,0,0,0,40,2,1,22478
48,fourteenth,Non-Travel,Research & Dev.,Manager,Level 4,Low,0 to 5,0 to 5,Expert,15 to 20,Medical,Male,Very Close,No,Not Balanced,"$16,885",2,22,3,1262,4,27,5,4,2,1,35,4,4,16154
45,fourteenth,Non-Travel,Sales,Sales Executive,Level 2,Miduem,11 to 20,11 to 20,Advanced,5 to 10,Life Sciences,Female,Very Close,No,Balanced,"$5,593",1,13,2,1050,3,15,15,10,4,12,65,2,2,17970
52,fifteenth,Travel Rarely,Research & Dev.,Healthcare Representative,Level 3,Miduem,6 to 10,0 to 5,Advanced,10 to 15,Life Sciences,Male,Very Close,No,Balanced,"$10,445",7,19,4,994,3,18,8,6,4,0,87,3,3,15322
38,thirteenth,Travel Rarely,Sales,Sales Executive,Level 3,Miduem,6 to 10,6 to 10,Experienced,5 to 10,Marketing,Male,Very Close,Yes,Balanced,"$8,740",0,14,2,770,3,9,8,7,2,7,73,2,3,5569
29,twenteth,Travel Rarely,Research & Dev.,Research Scientist,Level 1,Miduem,6 to 10,6 to 10,Advanced,1 to 5,Life Sciences,Female,Far,No,Balanced,"$2,514",4,22,1,1107,4,11,7,5,1,7,93,3,1,26968
28,twenteth,Travel Rarely,Research & Dev.,Manufacturing Director,Level 3,High,6 to 10,6 to 10,Advanced,5 to 10,Medical,Female,Very Close,No,Not Balanced,"$7,655",0,17,3,950,3,10,9,7,1,7,93,3,3,8039
46,fourteenth,Travel Rarely,Sales,Manager,Level 4,Low,11 to 20,6 to 10,Expert,15 to 20,Marketing,Male,Very Close,No,Balanced,"$17,465",3,12,3,406,3,23,12,9,4,9,52,3,4,15596
38,thirteenth,Travel Rarely,Sales,Sales Executive,Level 3,High,0 to 5,0 to 5,Advanced,5 to 10,Marketing,Male,Very Close,No,Balanced,"$7,351",7,16,2,130,3,10,1,0,0,0,32,3,3,20619
43,fourteenth,Travel Frequently,Research & Dev.,Manufacturing Director,Level 3,Miduem,6 to 10,0 to 5,Advanced,10 to 15,Life Sciences,Female,Far,No,Balanced,"$10,820",8,11,1,1082,3,18,8,7,0,1,83,3,3,11535
39,thirteenth,Travel Frequently,Research & Dev.,Healthcare Representative,Level 4,Low,11 to 20,0 to 5,Expert,10 to 15,Life Sciences,Male,Very Close,No,Balanced,"$12,169",7,11,4,203,3,21,18,7,11,5,84,3,4,13547
40,fourteenth,Travel Rarely,Research & Dev.,Research Director,Level 5,Miduem,11 to 20,6 to 10,Expert,15 to 20,Medical,Male,Close,No,Balanced,"$19,626",1,14,2,1308,3,21,20,7,4,9,44,2,5,17544
21,twenteth,Travel Rarely,Research & Dev.,Research Scientist,Level 1,High,0 to 5,0 to 5,Intermediate,1 to 5,Technical Degree,Female,Very Close,Yes,Balanced,"$2,070",1,11,6,984,3,2,2,2,2,2,70,2,1,25326
39,thirteenth,Non-Travel,Research & Dev.,Laboratory Technician,Level 2,Miduem,0 to 5,0 to 5,Experienced,5 to 10,Life Sciences,Male,Very Close,No,Not Balanced,"$6,782",9,15,2,439,3,9,5,4,0,3,70,3,2,8770
36,thirteenth,Non-Travel,Research & Dev.,Manufacturing Director,Level 2,Low,11 to 20,6 to 10,Advanced,5 to 10,Life Sciences,Male,Close,No,Balanced,"$7,779",2,20,0,217,4,18,11,9,0,9,78,3,2,23238
31,thirteenth,Travel Frequently,Sales,Sales Representative,Level 1,Miduem,0 to 5,0 to 5,Intermediate,1 to 5,Life Sciences,Male,Far,No,Balanced,"$2,791",0,12,4,793,3,3,2,2,2,2,67,4,1,21981
28,twenteth,Travel Rarely,Research & Dev.,Research Scientist,Level 1,Low,0 to 5,0 to 5,Experienced,1 to 5,Life Sciences,Male,Very Close,No,Not Balanced,"$3,201",0,17,2,1451,3,6,5,3,0,4,67,2,1,19911
35,thirteenth,Travel Frequently,Sales,Sales Executive,Level 2,High,0 to 5,0 to 5,Experienced,1 to 5,Marketing,Male,Close,No,Balanced,"$4,968",1,11,3,1182,3,5,5,2,0,2,54,3,2,18500
49,fourteenth,Travel Rarely,Sales,Sales Executive,Level 4,High,6 to 10,0 to 5,Expert,10 to 15,Technical Degree,Male,Very Close,No,Balanced,"$13,120",6,17,3,174,3,22,9,8,2,3,56,2,4,11879
34,thirteenth,Travel Frequently,Research & Dev.,Manufacturing Director,Level 2,High,0 to 5,0 to 5,Experienced,1 to 5,Life Sciences,Male,Very Close,No,Not Balanced,"$4,033",2,11,3,1003,3,5,3,2,0,2,95,3,2,15834
29,twenteth,Travel Frequently,Research & Dev.,Research Scientist,Level 1,High,6 to 10,0 to 5,Experienced,1 to 5,Life Sciences,Female,Very Close,No,Not Balanced,"$3,291",0,14,2,490,3,8,7,5,1,1,61,3,1,17940
42,fourteenth,Travel Rarely,Research & Dev.,Laboratory Technician,Level 2,Miduem,0 to 5,0 to 5,Advanced,1 to 5,Medical,Male,Far,No,Balanced,"$4,272",4,19,3,188,3,16,1,0,0,0,56,1,2,9558
29,twenteth,Travel Rarely,Research & Dev.,Manufacturing Director,Level 2,Miduem,6 to 10,0 to 5,Advanced,5 to 10,Medical,Male,Very Close,Yes,Not Balanced,"$5,056",1,15,2,718,3,10,10,7,1,2,79,2,2,17689
38,thirteenth,Travel Rarely,HR,Human Resources,Level 1,Miduem,6 to 10,0 to 5,Experienced,1 to 5,Human Resources,Male,Very Close,No,Balanced,"$2,844",1,13,2,433,3,7,7,6,5,0,37,4,1,6004
28,twenteth,Travel Frequently,Research & Dev.,Research Scientist,Level 1,Miduem,0 to 5,0 to 5,Intermediate,1 to 5,Life Sciences,Male,Very Close,Yes,Balanced,"$2,703",1,14,2,773,3,3,3,1,0,2,39,2,1,22088
18,twenteth,Non-Travel,Research & Dev.,Laboratory Technician,Level 1,Miduem,0 to 5,0 to 5,Entry,1 to 5,Medical,Male,Very Close,No,Balanced,"$1,904",1,12,0,247,3,0,0,0,0,0,80,3,1,13556
33,thirteenth,Travel Rarely,Sales,Sales Executive,Level 2,Low,0 to 5,0 to 5,Experienced,5 to 10,Marketing,Female,Very Close,Yes,Balanced,"$8,224",0,17,3,603,3,6,5,2,0,3,77,3,2,18385
41,fourteenth,Travel Rarely,Research & Dev.,Laboratory Technician,Level 1,Miduem,0 to 5,0 to 5,Experienced,1 to 5,Life Sciences,Male,Close,Yes,Balanced,"$4,766",3,11,4,167,3,6,1,0,0,0,46,3,1,9051
31,thirteenth,Travel Frequently,Research & Dev.,Laboratory Technician,Level 1,Miduem,0 to 5,0 to 5,Intermediate,1 to 5,Medical,Male,Close,No,Not Balanced,"$2,610",1,12,5,874,3,2,2,2,2,2,72,3,1,6233
37,thirteenth,Travel Rarely,Research & Dev.,Healthcare Representative,Level 2,Miduem,6 to 10,0 to 5,Experienced,5 to 10,Medical,Female,Far,No,Balanced,"$5,731",7,13,2,367,3,9,6,2,1,3,52,2,2,17171
27,twenteth,Travel Rarely,Research & Dev.,Research Scientist,Level 1,High,0 to 5,0 to 5,Intermediate,1 to 5,Life Sciences,Male,Very Close,No,Balanced,"$2,539",1,13,0,199,3,4,4,2,2,2,55,2,1,7950
34,thirteenth,Travel Rarely,Sales,Sales Executive,Level 2,Miduem,6 to 10,0 to 5,Experienced,5 to 10,Life Sciences,Female,Very Close,No,Not Balanced,"$5,714",1,20,3,1400,4,6,6,5,1,3,70,3,2,5829
35,thirteenth,Travel Rarely,HR,Human Resources,Level 1,Miduem,0 to 5,0 to 5,Experienced,1 to 5,Technical Degree,Male,Very Close,No,Not Balanced,"$4,323",1,17,2,528,3,6,5,4,1,4,100,3,1,7108
29,twenteth,Travel Rarely,Sales,Sales Executive,Level 3,High,11 to 20,6 to 10,Advanced,5 to 10,Life Sciences,Female,Far,No,Not Balanced,"$7,336",1,13,3,408,3,11,11,8,3,10,45,2,3,11162
40,fourteenth,Travel Frequently,Research & Dev.,Research Director,Level 3,Miduem,11 to 20,11 to 20,Expert,10 to 15,Medical,Female,Very Close,No,Not Balanced,"$13,499",9,17,3,593,3,20,18,7,2,13,88,3,3,13782
42,fourteenth,Travel Frequently,Sales,Sales Executive,Level 4,Miduem,21 to 30,11 to 20,Expert,10 to 15,Life Sciences,Male,Close,Yes,Not Balanced,"$13,758",0,12,2,481,3,22,21,9,13,14,44,3,4,2447
42,fourteenth,Travel Rarely,Sales,Sales Executive,Level 2,Miduem,6 to 10,0 to 5,Experienced,5 to 10,Marketing,Male,Very Close,No,Balanced,"$5,155",7,13,3,647,3,9,6,4,1,5,45,3,2,2253
35,thirteenth,Travel Rarely,Research & Dev.,Laboratory Technician,Level 1,High,6 to 10,6 to 10,Advanced,1 to 5,Medical,Male,Very Close,No,Balanced,"$2,258",6,12,2,982,3,10,8,0,1,7,58,2,1,16340
24,twenteth,Travel Rarely,Research & Dev.,Laboratory Technician,Level 1,High,0 to 5,0 to 5,Experienced,1 to 5,Medical,Male,Far,No,Balanced,"$3,597",8,22,2,477,4,6,4,3,1,2,49,3,1,6409
28,twenteth,Travel Rarely,Research & Dev.,Laboratory Technician,Level 1,Miduem,0 to 5,0 to 5,Entry,1 to 5,Life Sciences,Female,Close,Yes,Not Balanced,"$2,515",1,11,4,1485,3,1,1,1,0,0,79,3,1,22955
26,twenteth,Travel Rarely,Research & Dev.,Laboratory Technician,Level 1,Low,6 to 10,6 to 10,Experienced,1 to 5,Medical,Male,Very Close,No,Balanced,"$4,420",1,22,2,1384,4,8,8,7,0,7,82,4,1,13421
30,thirteenth,Travel Rarely,Sales,Sales Executive,Level 2,Miduem,6 to 10,0 to 5,Advanced,5 to 10,Marketing,Male,Very Close,No,Balanced,"$6,578",1,18,3,852,3,10,10,3,1,4,72,2,2,2706
40,fourteenth,Travel Frequently,Research & Dev.,Research Scientist,Level 2,Miduem,0 to 5,0 to 5,Advanced,1 to 5,Medical,Female,Far,Yes,Not Balanced,"$4,422",3,13,3,902,3,16,1,1,0,0,92,2,2,21203
35,thirteenth,Travel Rarely,Research & Dev.,Manufacturing Director,Level 3,Miduem,6 to 10,0 to 5,Advanced,10 to 15,Life Sciences,Male,Very Close,No,Balanced,"$10,274",2,18,2,819,3,15,7,7,6,4,44,2,3,19588
34,thirteenth,Travel Frequently,Research & Dev.,Healthcare Representative,Level 2,High,11 to 20,6 to 10,Advanced,5 to 10,Medical,Male,Very Close,No,Balanced,"$5,343",0,20,3,669,4,14,13,9,4,9,97,2,2,25755
35,thirteenth,Travel Frequently,Research & Dev.,Laboratory Technician,Level 1,High,0 to 5,0 to 5,Intermediate,1 to 5,Other,Male,Very Close,No,Balanced,"$2,376",1,13,2,636,3,2,2,2,2,2,47,2,1,26537
43,fourteenth,Travel Rarely,Sales,Sales Executive,Level 2,Low,0 to 5,0 to 5,Experienced,5 to 10,Marketing,Female,Very Close,No,Not Balanced,"$5,346",8,13,2,1372,3,7,4,3,1,3,85,1,2,9489
32,thirteenth,Non-Travel,Sales,Sales Representative,Level 1,Miduem,0 to 5,0 to 5,Entry,1 to 5,Life Sciences,Female,Very Close,No,Balanced,"$2,827",1,12,3,862,3,1,1,0,0,0,76,3,1,14947
56,fifteenth,Travel Rarely,Research & Dev.,Manager,Level 5,High,0 to 5,0 to 5,Expert,15 to 20,Technical Degree,Female,Very Close,No,Balanced,"$19,943",4,13,2,718,3,28,5,2,4,2,92,3,5,18575
29,twenteth,Travel Rarely,Research & Dev.,Laboratory Technician,Level 1,Miduem,6 to 10,6 to 10,Advanced,1 to 5,Medical,Female,Very Close,No,Balanced,"$3,131",1,13,5,1401,3,10,10,8,0,8,54,3,1,26342
19,twenteth,Travel Rarely,Research & Dev.,Research Scientist,Level 1,Miduem,0 to 5,0 to 5,Entry,1 to 5,Life Sciences,Male,Very Close,No,Balanced,"$2,552",1,25,4,645,4,1,1,1,0,0,54,3,1,7172
45,fourteenth,Travel Rarely,Research & Dev.,Research Scientist,Level 1,Low,0 to 5,0 to 5,Experienced,1 to 5,Medical,Female,Very Close,Yes,Not Balanced,"$4,477",4,19,2,1457,3,7,3,2,0,2,83,3,1,20100
37,thirteenth,Travel Rarely,Research & Dev.,Manufacturing Director,Level 2,High,11 to 20,11 to 20,Advanced,5 to 10,Life Sciences,Female,Very Close,No,Not Balanced,"$6,474",1,13,2,977,3,14,14,8,3,11,56,2,2,9961
20,twenteth,Travel Rarely,Research & Dev.,Laboratory Technician,Level 1,Low,0 to 5,0 to 5,Intermediate,1 to 5,Life Sciences,Male,Very Close,No,Not Balanced,"$3,033",1,12,2,805,3,2,2,2,1,2,87,2,1,12828
44,fourteenth,Travel Rarely,Research & Dev.,Research Scientist,Level 1,Miduem,6 to 10,0 to 5,Experienced,1 to 5,Life Sciences,Male,Very Close,Yes,Balanced,"$2,936",1,11,4,1097,3,6,6,4,0,2,96,3,1,10826
53,fifteenth,Travel Rarely,Research & Dev.,Manager,Level 5,High,6 to 10,6 to 10,Expert,15 to 20,Medical,Female,Very Close,No,Balanced,"$18,606",3,18,6,1223,3,26,7,7,4,7,50,3,5,18640
29,twenteth,Travel Rarely,Research & Dev.,Research Scientist,Level 1,Miduem,0 to 5,0 to 5,Experienced,1 to 5,Life Sciences,Female,Close,Yes,Not Balanced,"$2,168",0,18,2,942,3,6,5,4,1,3,69,1,1,26933
22,twenteth,Travel Frequently,Research & Dev.,Research Scientist,Level 1,Miduem,0 to 5,0 to 5,Entry,1 to 5,Life Sciences,Male,Very Close,Yes,Balanced,"$2,853",0,11,5,1256,3,1,0,0,0,0,48,2,1,4223
46,fourteenth,Travel Rarely,Sales,Manager,Level 4,Miduem,21 to 30,6 to 10,Expert,15 to 20,Marketing,Female,Very Close,No,Balanced,"$17,048",8,23,2,1402,4,28,26,15,15,9,69,3,4,24097
44,fourteenth,Non-Travel,Research & Dev.,Research Scientist,Level 1,High,0 to 5,0 to 5,Experienced,1 to 5,Life Sciences,Male,Close,No,Balanced,"$2,290",2,13,3,111,3,6,0,0,0,0,74,1,1,4279
33,thirteenth,Travel Rarely,HR,Human Resources,Level 1,Miduem,0 to 5,0 to 5,Experienced,1 to 5,Human Resources,Male,Very Close,No,Balanced,"$3,600",1,13,2,147,3,5,5,4,1,4,99,3,1,8429
41,fourteenth,Non-Travel,Research & Dev.,Research Scientist,Level 1,Low,0 to 5,0 to 5,Experienced,1 to 5,Life Sciences,Male,Very Close,No,Not Balanced,"$2,107",6,17,2,906,3,5,1,0,0,0,95,2,1,20293
30,thirteenth,Travel Rarely,Sales,Sales Executive,Level 2,Miduem,0 to 5,0 to 5,Experienced,1 to 5,Life Sciences,Male,Far,No,Balanced,"$4,115",8,19,3,1329,3,8,4,3,0,3,61,3,2,13192
40,fourteenth,Travel Frequently,Sales,Sales Executive,Level 2,Miduem,0 to 5,0 to 5,Experienced,1 to 5,Medical,Male,Very Close,No,Balanced,"$4,327",5,12,2,1184,3,5,0,0,0,0,62,3,2,25440
50,fifteenth,Travel Frequently,Research & Dev.,Manager,Level 4,High,0 to 5,0 to 5,Expert,15 to 20,Medical,Female,Very Close,No,Balanced,"$17,856",2,22,3,1421,4,32,2,2,2,2,30,3,4,9490
28,twenteth,Travel Rarely,Research & Dev.,Laboratory Technician,Level 1,High,6 to 10,0 to 5,Experienced,1 to 5,Medical,Male,Close,No,Balanced,"$3,196",1,12,2,1179,3,6,6,5,3,3,78,2,1,12449
46,fourteenth,Travel Rarely,Research & Dev.,Research Director,Level 5,High,0 to 5,0 to 5,Expert,15 to 20,Life Sciences,Male,Close,No,Balanced,"$19,081",5,11,2,1450,3,25,4,2,0,3,52,3,5,10849
35,thirteenth,Travel Rarely,Sales,Sales Executive,Level 2,Miduem,6 to 10,6 to 10,Advanced,5 to 10,Life Sciences,Male,Close,Yes,Balanced,"$8,966",3,15,2,1361,3,15,7,7,1,7,94,3,2,21026
24,twenteth,Travel Rarely,Research & Dev.,Laboratory Technician,Level 1,High,0 to 5,0 to 5,Entry,1 to 5,Life Sciences,Female,Close,No,Not Balanced,"$2,210",1,13,3,984,3,1,1,0,0,0,97,3,1,3372
33,thirteenth,Travel Frequently,Sales,Sales Executive,Level 2,Miduem,6 to 10,0 to 5,Advanced,1 to 5,Medical,Female,Far,No,Not Balanced,"$4,539",1,12,3,1146,3,10,10,7,0,1,82,3,2,4905
36,thirteenth,Travel Rarely,Research & Dev.,Laboratory Technician,Level 1,Miduem,6 to 10,6 to 10,Experienced,1 to 5,Life Sciences,Male,Very Close,No,Balanced,"$2,741",1,14,4,917,3,7,7,7,1,7,60,1,1,6865
30,thirteenth,Travel Rarely,Research & Dev.,Laboratory Technician,Level 2,Miduem,6 to 10,6 to 10,Advanced,1 to 5,Life Sciences,Male,Very Close,No,Not Balanced,"$3,491",1,13,4,853,3,10,10,7,8,9,49,3,2,11309
44,fourteenth,Travel Rarely,Research & Dev.,Research Scientist,Level 2,High,11 to 20,11 to 20,Expert,1 to 5,Other,Male,Far,No,Balanced,"$4,541",1,25,3,200,4,20,20,11,13,17,32,3,2,7744
20,twenteth,Travel Rarely,Sales,Sales Representative,Level 1,Miduem,0 to 5,0 to 5,Intermediate,1 to 5,Marketing,Male,Far,No,Balanced,"$2,678",1,17,2,654,3,2,2,1,2,2,43,4,1,5050
46,fourteenth,Travel Rarely,Research & Dev.,Manufacturing Director,Level 2,High,6 to 10,0 to 5,Advanced,5 to 10,Technical Degree,Male,Very Close,No,Not Balanced,"$7,379",2,11,3,150,3,12,6,3,1,4,60,3,2,17433
42,fourteenth,Non-Travel,HR,Human Resources,Level 2,High,0 to 5,0 to 5,Advanced,5 to 10,Medical,Male,Very Close,No,Balanced,"$6,272",7,16,3,179,3,10,4,3,0,3,79,4,2,12858
60,fifteenth,Travel Rarely,Sales,Sales Executive,Level 2,Miduem,11 to 20,6 to 10,Advanced,5 to 10,Marketing,Male,Very Close,Yes,Balanced,"$5,220",0,18,3,696,3,12,11,7,1,9,52,4,2,10893
32,thirteenth,Travel Frequently,Research & Dev.,Laboratory Technician,Level 1,Miduem,0 to 5,0 to 5,Intermediate,1 to 5,Other,Female,Close,No,Balanced,"$2,743",1,20,2,116,4,2,2,2,2,2,77,2,1,7331
32,thirteenth,Travel Frequently,Research & Dev.,Research Scientist,Level 2,High,6 to 10,6 to 10,Advanced,1 to 5,Life Sciences,Female,Very Close,Yes,Balanced,"$4,998",4,14,2,1316,3,10,8,7,0,7,38,3,2,2338
36,thirteenth,Travel Rarely,Research & Dev.,Manufacturing Director,Level 3,Miduem,6 to 10,6 to 10,Advanced,10 to 15,Technical Degree,Female,Very Close,Yes,Balanced,"$10,252",2,21,2,363,4,17,7,7,7,7,77,1,3,4235
33,thirteenth,Travel Rarely,Research & Dev.,Research Scientist,Level 1,Low,11 to 20,6 to 10,Advanced,1 to 5,Medical,Male,Very Close,No,Balanced,"$2,781",0,13,5,117,3,15,14,10,4,10,60,3,1,6311
40,fourteenth,Travel Rarely,Sales,Sales Executive,Level 2,Miduem,0 to 5,0 to 5,Experienced,5 to 10,Technical Degree,Female,Very Close,No,Balanced,"$6,852",7,12,2,107,3,7,5,1,1,3,84,2,2,11591
25,twenteth,Travel Rarely,Sales,Sales Executive,Level 2,Miduem,0 to 5,0 to 5,Experienced,1 to 5,Life Sciences,Male,Very Close,No,Balanced,"$4,950",0,14,4,1356,3,5,4,3,1,1,57,3,2,20623
30,thirteenth,Travel Rarely,Research & Dev.,Research Scientist,Level 1,High,11 to 20,6 to 10,Advanced,1 to 5,Medical,Male,Very Close,Yes,Balanced,"$3,579",0,21,2,1465,4,12,11,9,5,7,63,3,1,9369
42,fourteenth,Travel Frequently,Research & Dev.,Research Director,Level 3,Low,0 to 5,0 to 5,Expert,10 to 15,Medical,Female,Far,Yes,Balanced,"$13,191",3,17,6,458,3,20,1,0,0,0,60,3,3,23281
